                    CATÁLOGO NACIONAL DE BIENES MUEBLES DEL ESTADO


GRUPO GENÉRICO    04: AGRÍCOLA Y PESQUERO
CLASE             22: EQUIPO

 N°     CÓDIGO                                             DENOMINACIÓN   UNIDAD
3806   74645254   MESA ESQUINERA DE MADERA                                 Unidad
3807   74645262   MESA ESQUINERA DE MELAMINA                               Unidad
3808   74645271   MESA PLEGABLE DE MADERA                                  Unidad
3809   74645305   MESA PLEGABLE DE MELAMINA                                Unidad
3810   74645339   MESA PLEGABLE DE METAL                                   Unidad
3811   74645407   MESITA DE CENTRO                                         Unidad
3812   74645441   MESITA DE FIBRA DE VIDRIO                                Unidad
3813   74645458   MESITA DE MADERA                                         Unidad
3814   74645475   MESITA DE MADERA PARA MAQUINA DE ESCRIBIR                Unidad
3815   74645542   MESITA DE MADERA PARA NIÑOS                              Unidad
3816   74645610   MESITA DE MADERA PARA TELEFONO                           Unidad
3817   74645616   MESITA DE MELAMINA                                       Unidad
3818   74645622   MESITA DE MELAMINA PARA MAQUINA DE ESCRIBIR              Unidad
3819   74645628   MESITA DE MELAMINA PARA NIÑOS                            Unidad
3820   74645634   MESITA DE MELAMINA PARA TELEFONO                         Unidad
3821   74645644   MESITA DE METAL                                          Unidad
3822   74645678   MESITA DE METAL PARA MAQUINA DE ESCRIBIR                 Unidad
3823   74645746   MESITA DE METAL PARA NIÑOS                               Unidad
3824   74645814   MESITA DE METAL PARA TELEFONO                            Unidad
3825   74645848   MESITA DE OTRO MATERIAL                                  Unidad
3826   74645882   MESITA LATERAL DE MADERA                                 Unidad
3827   74645915   MESITA LATERAL DE MELAMINA                               Unidad
3828   74645949   MESITA LATERAL DE METAL                                  Unidad
3829   74645966   MESITA METALICA PARA MULTIPLE USO                        Unidad
3830   74645974   MESITA PARA COMPUTADORA PORTATIL                         Unidad
3831   74645983   MODULO DE COMPUTO (OTROS)                                Unidad
3832   74646000   MODULO DE DEMOSTRACION PORTATIL DE ATENCION AL CLIENTE   Unidad
3833   74646017   MODULO DE MADERA                                         Unidad
3834   74646051   MODULO DE MADERA PARA APRENDIZAJE DE IDIOMAS             Unidad
3835   74646068   MODULO DE MADERA PARA EXPOSITOR                          Unidad
3836   74646085   MODULO DE MADERA PARA MICROCOMPUTADORA           Unidad
3837   74646098   MODULO DE MELAMINA                               Unidad
3838   74646111   MODULO DE MELAMINA PARA APRENDIZAJE DE IDIOMAS   Unidad
3839   74646124   MODULO DE MELAMINA PARA COMPUTADORA              Unidad
3840   74646137   MODULO DE MELAMINA PARA EXPOSITOR                Unidad
3841   74646153   MODULO DE METAL                                  Unidad
3842   74646187   MODULO DE METAL PARA EXPOSITOR                   Unidad
3843   74646221   MODULO DE METAL PARA MICROCOMPUTADORA            Unidad
3844   74646255   MODULO PARA DESCANZAR LOS PIES                   Unidad
3845   74646288   MOSTRADOR DE MADERA                              Unidad
3846   74646322   MOSTRADOR DE MELAMINA                            Unidad
3847   74646356   MOSTRADOR DE METAL Y MADERA                      Unidad
3848   74646390   MOSTRADOR DE METAL Y MELAMINA                    Unidad
3849   74646424   MOSTRADOR ESQUINERO DE MADERA                    Unidad
3850   74646458   MOSTRADOR ESQUINERO DE MELAMINA                  Unidad
3851   74646492   MOSTRADOR ESQUINERO DE METAL                     Unidad
3852   74646560   MOSTRADOR METALICO                               Unidad
3853   74646582   MUEBLE BAR                                       Unidad
3854   74646604   MUEBLE CASILLERO DE SEGURIDAD BANCARIO           Unidad
3855   74646615   ORGANIZADOR RODANTE DE MELAMINA                  Unidad
3856   74646627   PANEL PUBLICITARIO                               Unidad
3857   74646695   PANTALLA ECRAN                                   Unidad
3858   74646763   PANTALLA PARA RAYOS LASER                        Unidad
3859   74646831   PAPELOGRAFO                                      Unidad
3860   74646933   PARANTE ORDENADOR DE FILAS                       Unidad
3861   74646966   PEDESTAL DE MADERA                               Unidad
3862   74647034   PEDESTAL DE METAL                                Unidad
3863   74647102   PERCHERO DE MADERA (MAYOR A 1/4 UIT)             Unidad
3864   74647238   PERCHERO METALICO                                Unidad
3865   74647271   PERCHERO SOMBRERERO                              Unidad
3866   74647305   PIZARRA ACRILICA                                 Unidad
3867   74647373   PIZARRA DE MADERA                                Unidad
3868   74647407   PIZARRA DE METAL                                 Unidad
3869   74647441   PIZARRA DIAGRAMADORA - PLANNING                  Unidad
3870   74647509   PIZARRA MURAL - FRANELOGRAFO                     Unidad
3871   74647543   PLANO INCLINADO                                  Unidad
3872   74647577   PLANOTECA DE MADERA                              Unidad
3873   74647611   PLANOTECA DE MELAMINA                            Unidad
3874   74647645   PLANOTECA DE METAL                               Unidad
3875   74647678   PLATAFORMA DE AISLAMIENTO SISMICO                Unidad
3876   74647712   PORTA REVISTAS                                   Unidad
3877   74647780   PORTA SACO (MAYOR A 1/4 UIT)                     Unidad
3878   74647813   PUF                                              Unidad
3879   74647848   REPISA (MAYOR A 1/4 UIT)                         Unidad
3880   74647916   ROPERO                                           Unidad
3881   74647984   ROTAFOLIO (OTROS)                                Unidad
3882   74648051   ROTAFOLIO DE METAL                               Unidad
3883   74648119   SILLA FIJA DE MADERA                             Unidad
3884   74648187   SILLA FIJA DE METAL                              Unidad
3885   74648255   SILLA FIJA DE OTRO MATERIAL                      Unidad
3886   74648323   SILLA GIRATORIA DE MADERA                        Unidad
3887   74648390   SILLA GIRATORIA DE METAL                         Unidad
3888   74648458   SILLA PLEGABLE DE MADERA                         Unidad
3889   74648526   SILLA PLEGABLE DE METAL                          Unidad
3890   74648594   SILLA PLEGLABLE DE OTRO MATERIAL                 Unidad
3891   74648662   SILLA PORTABEBE PARA VEHICULO                    Unidad
3892   74648695   SILLON CAMA                                      Unidad
3893   74648712   SILLON DE FIBRA DE VIDRIO                        Unidad
3894   74648729   SILLON FIJO DE MADERA                            Unidad
3895   74648797   SILLON FIJO DE METAL                             Unidad
3896   74648831   SILLON GIRATORIO (OTROS)                         Unidad
3897   74648865   SILLON GIRATORIO DE MADERA                                        Unidad
3898   74648933   SILLON GIRATORIO DE METAL                                         Unidad
3899   74648950   SILLON MODULAR                                                    Unidad
3900   74648958   SILLON RECLINABLE DE METAL                                        Unidad
3901   74648967   SOFA CAMA                                                         Unidad
3902   74649001   SOFA DE MADERA                                                    Unidad
3903   74649068   SOFA DE METAL                                                     Unidad
3904   74649085   SOPORTE EXPOSITOR DE CARTELES - BANNER STANDS                     Unidad
3905   74649102   SOPORTE METALICO EXHIBIDOR PARA ATAUD                             Unidad
3906   74649204   TABLERO DE METAL PARA CONTROL VISUAL CON PEDESTAL                 Unidad
3907   74649272   TABLERO DE METAL PARA CONTROL VISUAL DE PARED                     Unidad
3908   74649340   TABLERO PARA AVISOS - ANUNCIOS                                    Unidad
3909   74649374   TABLERO PARA ORDENAR BOLAS DE SORTEO                              Unidad
3910   74649408   TABURETE FIJO DE MADERA                                           Unidad
3911   74649475   TABURETE FIJO DE METAL                                            Unidad
3912   74649543   TABURETE GIRATORIO DE METAL                                       Unidad
3913   74649576   TARIMA                                                            Unidad
3914   74649611   TARJETERO DE MADERA                                               Unidad
3915   74649679   TARJETERO DE METAL                                                Unidad
3916   74649713   TITIRITERO RODANTE DE MELAMINA                                    Unidad
3917   74649747   TRIPODE PARA CAMARA FOTOGRAFICA                                   Unidad
3918   74649780   VITRINA (OTRAS)                                                   Unidad
3919   74649814   VITRINA DE MADERA                                                 Unidad
3920   74649848   VITRINA DE MELAMINA                                               Unidad
3921   74649882   VITRINA DE METAL                                                  Unidad
3922   74649950   VITRINA DE METAL Y MADERA                                         Unidad
3923   74649974   VITRINA DE METAL Y MELAMINA                                       Unidad

GRUPO GENÉRICO    81: RECREACIÓN Y DEPORTE
CLASE             22: EQUIPO

 N°     CÓDIGO                                           DENOMINACIÓN               UNIDAD
3924   81220001   MAQUINA EXTENSION DE ESPALDA - BACK EXTENSION                     Unidad
3925   81220002   MAQUINA GEMELO SENTADO - SEATED CALF MACHINE                      Unidad
3926   81220003   BANCO PRESS DECLINADO - DECLINE BENCH                             Unidad
3927   81220004   MAQUINA DE EXTENSION DE PIERNAS PARADO - STANDING LEG EXTENSION   Unidad
3928   81220050   ALA DELTA                                                         Unidad
3929   81220127   ALFOMBRA DE CONTACTO PARA EVALUAR VELOCIDAD Y SALTO               Unidad
3930   81220204   APARATO AUTOMATICO PARA DISCOS COMPACTOS MUSICALES                Unidad
3931   81220281   ARCABUZ                                                           Unidad
3932   81220285   BANCO SISSY SQUAT                                                 Unidad
3933   81220359   ARCO PARA FLECHA                                                  Unidad
3934   81220669   AUTOMOVIL PARA CARRERA                                            Unidad
